subject,count,KDT.1,PPT.1,PRT.1,RPT.1,RRT.1,KDT(n+1).1,FA.1,FA(n+1).1,KDT.2,PPT.2,PRT.2,RPT.2,RRT.2,KDT(n+1).2,FA.2,FA(n+1).2,KDT.3,PPT.3,PRT.3,RPT.3,RRT.3,KDT(n+1).3,FA.3,FA(n+1).3,KDT.4,PPT.4,PRT.4,RPT.4,RRT.4,KDT(n+1).4,FA.4,FA(n+1).4,KDT.5,PPT.5,PRT.5,RPT.5,RRT.5,KDT(n+1).5,FA.5,FA(n+1).5,KDT.6,PPT.6,PRT.6,RPT.6,RRT.6,KDT(n+1).6,FA.6,FA(n+1).6,KDT.7,PPT.7,PRT.7,RPT.7,RRT.7,KDT(n+1).7,FA.7,FA(n+1).7,KDT.8,PPT.8,PRT.8,RPT.8,RRT.8,KDT(n+1).8,FA.8,FA(n+1).8,KDT.9,PPT.9,PRT.9,RPT.9,RRT.9,KDT(n+1).9,FA.9,FA(n+1).9,KDT.10,PPT.10,PRT.10,RPT.10,RRT.10,KDT(n+1).10,FA.10,FA(n+1).10,KDT.11,PPT.11,PRT.11,RPT.11,RRT.11,KDT(n+1).11,FA.11,FA(n+1).11,KDT.12,PPT.12,PRT.12,RPT.12,RRT.12,KDT(n+1).12,FA.12,FA(n+1).12,KDT.13,PPT.13,PRT.13,RPT.13,RRT.13,KDT(n+1).13,FA.13,FA(n+1).13,KDT.14,PPT.14,PRT.14,RPT.14,RRT.14,KDT(n+1).14,FA.14,FA(n+1).14,KDT.15,PPT.15,PRT.15,RPT.15,RRT.15,KDT(n+1).15,FA.15,FA(n+1).15,KDT.16,PPT.16,PRT.16,RPT.16,RRT.16,KDT(n+1).16,FA.16,FA(n+1).16
USER25,5,90589000,354951999,435473999,264362999,435473999,80522000,0.18039216,0.20000002,80522000,413065001,471058002,332543001,471058002,57993001,0.20000002,0.121568635,57993001,588238000,633511000,530244999,633511000,45273000,0.121568635,0.16470589,45273000,327638000,393169000,282365000,393169000,65531000,0.16470589,0.16078432,65531000,233042001,312778999,167511001,312778999,79736998,0.16078432,0.20000002,79736998,313717998,378843999,233981000,378843999,65126001,0.20000002,0.1764706,65126001,333771002,391813001,268645001,391813001,58041999,0.1764706,0.16862746,58041999,1053045998,1136182998,995003999,1136182998,83137000,0.16862746,0.21176472,83137000,327151001,391387001,244014001,391387001,64236000,0.21176472,0.15294118,64236000,284043000,350951000,219807000,350951000,66908000,0.15294118,0.18431373,66908000,232981001,315630000,166073001,315630000,82648999,0.18431373,0.16470589,82648999,208695999,285315998,126047000,285315998,76619999,0.16470589,0.17254902,76619999,253351999,311968000,176732000,311968000,58616001,0.17254902,0.18823531,58616001,212250001,263094001,153634000,263094001,50844000,0.18823531,0.19607845,50844000,179420000,260220000,128576000,260220000,80800000,0.19607845,0.20784315,80800000,326664999,391650000,245864999,391650000,64985001,0.20784315,0.19215688
USER25,6,62620000,359300000,421367000,296680000,421367000,62067000,0.1764706,0.20000002,62067000,405800000,520179000,343733000,520179000,114379000,0.20000002,0.17254902,114379000,396400001,444180001,282021001,444180001,47780000,0.17254902,0.16078432,47780000,244655999,309775999,196875999,309775999,65120000,0.16078432,0.18431373,65120000,219316001,268745001,154196001,268745001,49429000,0.18431373,0.18039216,49429000,206940998,253136998,157511998,253136998,46196000,0.18039216,0.18431373,46196000,193286000,252879000,147090000,252879000,59593000,0.18431373,0.19215688,59593000,776501001,857582001,716908001,857582001,81081000,0.19215688,0.20000002,81081000,297852001,374705000,216771001,374705000,76852999,0.20000002,0.15686275,76852999,515320999,575154999,438468000,575154999,59834000,0.15686275,0.18431373,59834000,329508000,409470000,269674000,409470000,79962000,0.18431373,0.18039216,79962000,277352001,343675999,197390001,343675999,66323998,0.18039216,0.17254902,66323998,220018999,288830000,153695001,288830000,68811001,0.17254902,0.18823531,68811001,227303999,285251000,158492998,285251000,57947001,0.18823531,0.20784315,57947001,170056001,231820001,112109000,231820001,61764000,0.20784315,0.21176472,61764000,452574999,532032999,390810999,532032999,79458000,0.21176472,0.18823531
USER25,7,63131000,1057820003,1150977001,994689003,1150977001,93156998,0.18039216,0.18823531,93156998,1024612998,1136277998,931456000,1136277998,111665000,0.18823531,0.17254902,111665000,1094989000,1135958000,983324000,1135958000,40969000,0.17254902,0.1764706,40969000,308884000,369508999,267915000,369508999,60624999,0.1764706,0.18431373,60624999,247599001,314273000,186974002,314273000,66673999,0.18431373,0.18039216,66673999,250392999,318125000,183719000,318125000,67732001,0.18039216,0.18431373,67732001,282002000,330185000,214269999,330185000,48183000,0.18431373,0.16862746,48183000,738126000,830777999,689943000,830777999,92651999,0.16862746,0.21960786,92651999,494840999,577672999,402189000,577672999,82832000,0.21960786,0.16470589,82832000,731370001,793008001,648538001,793008001,61638000,0.16470589,0.18431373,61638000,720433001,797120000,658795001,797120000,76686999,0.18431373,0.19215688,76686999,355210999,467005000,278524000,467005000,111794001,0.19215688,0.15686275,111794001,298387001,379217001,186593000,379217001,80830000,0.15686275,0.19607845,80830000,207012000,268627000,126182000,268627000,61615000,0.19607845,0.18431373,61615000,189498000,250770999,127883000,250770999,61272999,0.18431373,0.20000002,61272999,451973000,515582999,390700001,515582999,63609999,0.20000002,0.16078432
USER25,8,78208998,627182999,686025999,548974001,686025999,58843000,0.18823531,0.22352943,58843000,432656001,512085000,373813001,512085000,79428999,0.22352943,0.15294118,79428999,548825000,613901998,469396001,613901998,65076998,0.15294118,0.1764706,65076998,422701000,485162998,357624002,485162998,62461998,0.1764706,0.18431373,62461998,216195000,262382999,153733002,262382999,46187999,0.18431373,0.18823531,46187999,202718000,249626000,156530001,249626000,46908000,0.18823531,0.1764706,46908000,219587000,268870000,172679000,268870000,49283000,0.1764706,0.12941177,49283000,483764000,546686000,434481000,546686000,62922000,0.12941177,0.19607845,62922000,994278999,1078066999,931356999,1078066999,83788000,0.19607845,0.16862746,83788000,421867000,487296001,338079000,487296001,65429001,0.16862746,0.18431373,65429001,452316000,548587000,386886999,548587000,96271000,0.18431373,0.19607845,96271000,470478000,552222000,374207000,552222000,81744000,0.19607845,0.18823531,81744000,502125999,564579000,420381999,564579000,62453001,0.18823531,0.16078432,62453001,185962001,249623001,123509000,249623001,63661000,0.16078432,0.18431373,63661000,188891000,250768000,125230000,250768000,61877000,0.18431373,0.19215688,61877000,453482001,516142001,391605001,516142001,62660000,0.19215688,0.16862746
USER25,9,90641000,902159999,980625999,811518999,980625999,78466000,0.19607845,0.21568629,78466000,515906001,609119002,437440001,609119002,93213001,0.21568629,0.16470589,93213001,1009748999,1086575999,916535998,1086575999,76827000,0.16470589,0.17254902,76827000,435634002,485293002,358807002,485293002,49659000,0.17254902,0.17254902,49659000,205110999,266098999,155451999,266098999,60988000,0.17254902,0.1764706,60988000,221636000,263541000,160648000,263541000,41905000,0.1764706,0.18039216,41905000,214223000,261123001,172318000,261123001,46900001,0.18039216,0.16862746,46900001,361019000,444687000,314118999,444687000,83668000,0.16862746,0.20392159,83668000,296312999,393466999,212644999,393466999,97154000,0.20392159,0.18431373,97154000,298852002,363764001,201698002,363764001,64911999,0.18431373,0.20784315,64911999,300259000,395053000,235347001,395053000,94794000,0.20784315,0.19607845,94794000,296527999,396826998,201733999,396826998,100298999,0.19607845,0.18431373,100298999,268288001,333410001,167989002,333410001,65122000,0.18431373,0.18431373,65122000,221164000,284113000,156042000,284113000,62949000,0.18431373,0.20784315,62949000,175657999,237088999,112708999,237088999,61431000,0.20784315,0.21176472,61431000,452406000,534005999,390975000,534005999,81599999,0.21176472,0.19215688
USER25,10,79164000,391331000,472270000,312167000,472270000,80939000,0.18823531,0.21176472,80939000,469892001,565008999,388953001,565008999,95116998,0.21176472,0.18039216,95116998,1181443999,1260486999,1086327001,1260486999,79043000,0.18039216,0.18039216,79043000,404591000,470950000,325548000,470950000,66359000,0.18039216,0.19215688,66359000,239125000,287047001,172766000,287047001,47922001,0.19215688,0.18431373,47922001,200529000,267748001,152606999,267748001,67219001,0.18431373,0.19215688,67219001,220520001,268934001,153301000,268934001,48414000,0.19215688,0.121568635,48414000,344228998,424186000,295814998,424186000,79957002,0.121568635,0.20392159,79957002,300618002,379578001,220661000,379578001,78959999,0.20392159,0.16862746,78959999,311741998,376491999,232781999,376491999,64750001,0.16862746,0.19215688,64750001,299824001,381335000,235074000,381335000,81510999,0.19215688,0.18823531,81510999,486200000,560325000,404689001,560325000,74125000,0.18823531,0.18431373,74125000,260469001,323633000,186344001,323633000,63163999,0.18431373,0.1764706,63163999,191539999,270757999,128376000,270757999,79218000,0.1764706,0.19215688,79218000,204582001,252078001,125364001,252078001,47496000,0.19215688,0.15686275,47496000,467425000,549130999,419929000,549130999,81705999,0.15686275,0.19215688
USER26,1,92299000,639567000,715751000,547268000,715751000,76184000,0.16862746,0.15294118,76184000,3798818002,3907380000,3722634002,3907380000,108561998,0.15294118,0.16470589,108561998,1352560999,1477296998,1243999001,1477296998,124735999,0.16470589,0.1254902,124735999,529723999,641866999,404988000,641866999,112143000,0.1254902,0.16862746,112143000,439389000,535125000,327246000,535125000,95736000,0.16862746,0.17254902,95736000,1013804001,1090625001,918068001,1090625001,76821000,0.17254902,0.16078432,76821000,685690998,745872999,608869998,745872999,60182001,0.16078432,0.15294118,60182001,637570000,730945000,577387999,730945000,93375000,0.15294118,0.1764706,93375000,405099000,533523000,311724000,533523000,128424000,0.1764706,0.1764706,128424000,579812000,692094000,451388000,692094000,112282000,0.1764706,0.15294118,112282000,501262000,629417000,388980000,629417000,128155000,0.15294118,0.14117648,128155000,408806000,586113000,280651000,586113000,177307000,0.14117648,0.11764707,177307000,566516000,678608000,389209000,678608000,112092000,0.11764707,0.13725491,112092000,470171000,583375000,358079000,583375000,113204000,0.13725491,0.16862746,113204000,331691000,411196000,218487000,411196000,79505000,0.16862746,0.20392159,79505000,1477940000,1554453001,1398435000,1554453001,76513001,0.20392159,0.17254902
USER26,2,108226000,702287000,794386000,594061000,794386000,92099000,0.16862746,0.15686275,92099000,1165704999,1225516000,1073605999,1225516000,59811001,0.15686275,0.13333334,59811001,838875001,964381001,779064000,964381001,125506000,0.13333334,0.1254902,125506000,623349000,702512000,497843000,702512000,79163000,0.1254902,0.15686275,79163000,189598000,236574000,110435000,236574000,46976000,0.15686275,0.14901961,46976000,281157001,328730001,234181001,328730001,47573000,0.14901961,0.15294118,47573000,311941999,375088999,264368999,375088999,63147000,0.15294118,0.16078432,63147000,1075821000,1183545000,1012674000,1183545000,107724000,0.16078432,0.19607845,107724000,732611999,841616000,624887999,841616000,109004001,0.19607845,0.18431373,109004001,640320001,732944001,531316000,732944001,92624000,0.18431373,0.14901961,92624000,1058266997,1166866000,965642997,1166866000,108599003,0.14901961,0.13333334,108599003,373834003,485800003,265235000,485800003,111966000,0.13333334,0.09411766,111966000,361600000,473560000,249634000,473560000,111960000,0.09411766,0.13725491,111960000,315393000,427940000,203433000,427940000,112547000,0.13725491,0.17254902,112547000,285455000,364912000,172908000,364912000,79457000,0.17254902,0.19607845,79457000,611770000,703844000,532313000,703844000,92074000,0.19607845,0.17254902
USER26,3,107469002,497132002,625137002,389663000,625137002,128005000,0.19215688,0.15294118,128005000,1186012000,1295185000,1058007000,1295185000,109173000,0.15294118,0.14901961,109173000,576046000,655394000,466873000,655394000,79348000,0.14901961,0.13725491,79348000,406420000,485862000,327072000,485862000,79442000,0.13725491,0.16078432,79442000,174638000,237705000,95196000,237705000,63067000,0.16078432,0.15686275,63067000,312916000,359793000,249849000,359793000,46877000,0.15686275,0.15686275,46877000,436015000,515516000,389138000,515516000,79501000,0.15686275,0.16862746,79501000,765569998,858444001,686068998,858444001,92874003,0.16862746,0.18431373,92874003,404826003,483882003,311952000,483882003,79056000,0.18431373,0.1764706,79056000,545911000,641442000,466855000,641442000,95531000,0.1764706,0.14901961,95531000,531198000,627347000,435667000,627347000,96149000,0.14901961,0.14509805,96149000,252729000,381414000,156580000,381414000,128685000,0.14509805,0.13333334,128685000,301213000,396392000,172528000,396392000,95179000,0.13333334,0.15686275,95179000,407071000,502979000,311892000,502979000,95908000,0.15686275,0.16862746,95908000,221714000,317664000,125806000,317664000,95950000,0.16862746,0.19607845,95950000,627542000,720389000,531592000,720389000,92847000,0.19607845,0.16470589
USER26,4,109065998,359223998,471295998,250158000,471295998,112072000,0.20392159,0.1764706,112072000,720759001,798063001,608687001,798063001,77304000,0.1764706,0.14901961,77304000,527815000,623284000,450511000,623284000,95469000,0.14901961,0.13725491,95469000,330239000,393254000,234770000,393254000,63015000,0.13725491,0.17254902,63015000,158105000,237808000,95090000,237808000,79703000,0.17254902,0.16470589,79703000,690874000,765606000,611171000,765606000,74732000,0.16470589,0.15686275,74732000,355831000,451753000,281099000,451753000,95922000,0.15686275,0.14901961,95922000,1122717999,1232566000,1026795999,1232566000,109848001,0.14901961,0.19215688,109848001,405472001,517748001,295624000,517748001,112276000,0.19215688,0.18039216,112276000,814728999,940133000,702452999,940133000,125404001,0.18039216,0.14509805,125404001,514780001,594135001,389376000,594135001,79355000,0.14509805,0.13333334,79355000,251584000,347089000,172229000,347089000,95505000,0.13333334,0.10980393,95505000,299625000,410879000,204120000,410879000,111254000,0.10980393,0.14117648,111254000,330347000,442847000,219093000,442847000,112500000,0.14117648,0.16078432,112500000,315986000,395697000,203486000,395697000,79711000,0.16078432,0.20392159,79711000,577159000,673042000,497448000,673042000,95883000,0.20392159,0.14509805
USER26,5,76505001,403690001,467067001,327185000,467067001,63377000,0.19215688,0.16862746,63377000,560797000,640234000,497420000,640234000,79437000,0.16862746,0.15294118,79437000,1013196999,1122559001,933759999,1122559001,109362002,0.15294118,0.09411766,109362002,389891001,469214001,280528999,469214001,79323000,0.09411766,0.16862746,79323000,159417000,238585000,80094000,238585000,79168000,0.16862746,0.15686275,79168000,297882000,361154000,218714000,361154000,63272000,0.15686275,0.14901961,63272000,529850000,592926000,466578000,592926000,63076000,0.14901961,0.14509805,63076000,811402000,903812000,748326000,903812000,92410000,0.14509805,0.18431373,92410000,358039000,453517000,265629000,453517000,95478000,0.18431373,0.15294118,95478000,547029000,642766000,451551000,642766000,95737000,0.15294118,0.13333334,95737000,376415000,455916000,280678000,455916000,79501000,0.13333334,0.12941177,79501000,220797000,332490000,141296000,332490000,111693000,0.12941177,0.10196079,111693000,284213000,380046000,172520000,380046000,95833000,0.10196079,0.11764707,95833000,314674000,394175000,218841000,394175000,79501000,0.11764707,0.14901961,79501000,205628000,285075000,126127000,285075000,79447000,0.14901961,0.18431373,79447000,453875000,549247000,374428000,549247000,95372000,0.18431373,0.13725491
USER26,6,75275000,340749000,436298000,265474000,436298000,95549000,0.19215688,0.16078432,95549000,844504000,953065000,748955000,953065000,108561000,0.16078432,0.13333334,108561000,718645000,809765000,610084000,809765000,91120000,0.13333334,0.14117648,91120000,248454000,327619000,157334000,327619000,79165000,0.14117648,0.17254902,79165000,158821000,221790000,79656000,221790000,62969000,0.17254902,0.16470589,62969000,235651000,298379000,172682000,298379000,62728000,0.16470589,0.14509805,62728000,297143000,343877000,234415000,343877000,46734000,0.14509805,0.14901961,46734000,1509898000,1615980000,1463164000,1615980000,106082000,0.14901961,0.14901961,106082000,325361000,469514000,219279000,469514000,144153000,0.14901961,0.16862746,144153000,1001073001,1093597001,856920001,1093597001,92524000,0.16862746,0.13725491,92524000,639541998,748016998,547017998,748016998,108475000,0.13725491,0.11764707,108475000,312355000,440450000,203880000,440450000,128095000,0.11764707,0.08235294,128095000,563773000,643174000,435678000,643174000,79401000,0.08235294,0.11764707,79401000,298347000,393977001,218946000,393977001,95630001,0.11764707,0.16862746,95630001,237620001,300514001,141990000,300514001,62894000,0.16862746,0.18823531,62894000,498194000,610217000,435300000,610217000,112023000,0.18823531,0.13333334
USER26,7,108940000,436380001,532741000,327440001,532741000,96360999,0.18823531,0.16078432,96360999,407800999,486888999,311440000,486888999,79088000,0.16078432,0.14509805,79088000,1246401004,1337897000,1167313004,1337897000,91495996,0.14509805,0.10196079,91495996,387975996,450834996,296480000,450834996,62859000,0.10196079,0.15294118,62859000,158321000,221015000,95462000,221015000,62694000,0.15294118,0.14509805,62694000,482901000,545986000,420207000,545986000,63085000,0.14509805,0.13333334,63085000,390404000,469467000,327319000,469467000,79063000,0.13333334,0.14117648,79063000,766331000,842049000,687268000,842049000,75718000,0.14117648,0.15294118,75718000,418561000,514471000,342843000,514471000,95910000,0.15294118,0.16470589,95910000,1649460000,1757734000,1553550000,1757734000,108274000,0.16470589,0.14117648,108274000,482031000,610309000,373757000,610309000,128278000,0.14117648,0.1137255,128278000,254117000,382304000,125839000,382304000,128187000,0.1137255,0.09019608,128187000,269906000,382101000,141719000,382101000,112195000,0.09019608,0.11764707,112195000,346407000,474892000,234212000,474892000,128485000,0.11764707,0.16862746,128485000,285921000,365148000,157436000,365148000,79227000,0.16862746,0.1764706,79227000,529944000,593286000,450717000,593286000,63342000,0.1764706,0.13725491
USER26,8,92189003,481305003,577245003,389116000,577245003,95940000,0.17254902,0.15686275,95940000,547077000,642652000,451137000,642652000,95575000,0.15686275,0.16470589,95575000,1804066001,1912718999,1708491001,1912718999,108652998,0.16470589,0.13725491,108652998,981391999,1090029999,872739001,1090029999,108638000,0.13725491,0.16078432,108638000,172961000,268300000,64323000,268300000,95339000,0.16078432,0.16470589,95339000,299119000,394975000,203780000,394975000,95856000,0.16470589,0.15686275,95856000,546816000,626350000,450960000,626350000,79534000,0.15686275,0.15294118,79534000,858903000,984373000,779369000,984373000,125470000,0.15294118,0.16078432,125470000,437125000,598270000,311655000,598270000,161145000,0.16078432,0.16078432,161145000,831902998,957552000,670757998,957552000,125649002,0.16078432,0.15294118,125649002,765215002,907181002,639566000,907181002,141966000,0.15294118,0.11764707,141966000,314399000,475366000,172433000,475366000,160967000,0.11764707,0.098039225,160967000,441811000,554029000,280844000,554029000,112218000,0.098039225,0.1254902,112218000,408049000,520191000,295831000,520191000,112142000,0.1254902,0.15294118,112142000,269035000,364986000,156893000,364986000,95951000,0.15294118,0.18039216,95951000,706719000,797745000,610768000,797745000,91026000,0.18039216,0.13333334
USER26,9,92323000,497024000,576392000,404701000,576392000,79368000,0.18431373,0.17254902,79368000,905036999,981475000,825668999,981475000,76438001,0.17254902,0.1764706,76438001,685244001,761699001,608806000,761699001,76455000,0.1764706,0.13333334,76455000,419244000,499201000,342789000,499201000,79957000,0.13333334,0.17254902,79957000,159153000,238862000,79196000,238862000,79709000,0.17254902,0.17254902,79709000,190171000,237079000,110462000,237079000,46908000,0.17254902,0.16470589,46908000,609308000,685593000,562400000,685593000,76285000,0.16470589,0.16078432,76285000,824580001,917257001,748295001,917257001,92677000,0.16078432,0.21176472,92677000,311866999,424002999,219189999,424002999,112136000,0.21176472,0.18823531,112136000,2192163991,2268854000,2080027991,2268854000,76690009,0.18823531,0.15686275,76690009,574538009,670087010,497848000,670087010,95549001,0.15686275,0.14901961,95549001,237138000,348848000,141588999,348848000,111710000,0.14901961,0.10588236,111710000,284337000,363824000,172627000,363824000,79487000,0.10588236,0.13725491,79487000,545972000,657888000,466485000,657888000,111916000,0.13725491,0.16862746,111916000,814210000,890242000,702294000,890242000,76032000,0.16862746,0.21176472,76032000,2140757000,2249550000,2064725000,2249550000,108793000,0.21176472,0.09411766
USER26,10,76443000,573860999,653446999,497417999,653446999,79586000,0.19215688,0.16078432,79586000,360363000,456091000,280777000,456091000,95728000,0.16078432,0.14901961,95728000,2068341002,2160034000,1972613002,2160034000,91692998,0.14901961,0.13333334,91692998,388174998,467667998,296482000,467667998,79493000,0.13333334,0.17254902,79493000,143593000,239368000,64100000,239368000,95775000,0.17254902,0.16470589,95775000,159960000,255427000,64185000,255427000,95467000,0.16470589,0.16470589,95467000,642208000,718646000,546741000,718646000,76438000,0.16470589,0.16470589,76438000,1491336000,1583527000,1414898000,1583527000,92191000,0.16470589,0.16862746,92191000,310981000,390454000,218790000,390454000,79473000,0.16862746,0.15686275,79473000,2081581999,2190899999,2002108999,2190899999,109318000,0.15686275,0.16862746,109318000,436838000,532302000,327520000,532302000,95464000,0.16862746,0.1254902,95464000,267775000,347250000,172311000,347250000,79475000,0.1254902,0.09019608,79475000,283155000,346104000,203680000,346104000,62949000,0.09019608,0.10980393,62949000,1337538995,1430071001,1274589995,1430071001,92532006,0.10980393,0.14901961,92532006,280368006,343436006,187836000,343436006,63068000,0.14901961,0.18431373,63068000,656897000,750308000,593829000,750308000,93411000,0.18431373,0.16862746
USER27,1,75923000,310839000,406642000,234916000,406642000,95803000,0.28627452,0.26666668,95803000,439043000,534813000,343240000,534813000,95770000,0.26666668,0.29411766,95770000,516100000,595417000,420330000,595417000,79317000,0.29411766,0.28627452,79317000,514834000,594539000,435517000,594539000,79705000,0.28627452,0.25490198,79705000,329874000,425727000,250169000,425727000,95853000,0.25490198,0.2901961,95853000,315110000,410786000,219257000,410786000,95676000,0.2901961,0.3019608,95676000,345865000,490760000,250189000,490760000,144895000,0.3019608,0.29411766,144895000,348982000,444608000,204087000,444608000,95626000,0.29411766,0.28235295,95626000,283780000,379317000,188154000,379317000,95537000,0.28235295,0.3137255,95537000,299399000,395470000,203862000,395470000,96071000,0.3137255,0.28235295,96071000,284236000,379896000,188165000,379896000,95660000,0.28235295,0.30980393,95660000,283898000,396218000,188238000,396218000,112320000,0.30980393,0.3019608,112320000,470866000,550366000,358546000,550366000,79500000,0.3019608,0.30588236,79500000,406909000,502440000,327409000,502440000,95531000,0.30588236,0.31764707,95531000,237401000,300309000,141870000,300309000,62908000,0.31764707,0.29803923,62908000,656013000,700503000,593105000,700503000,44490000,0.29803923,0.2392157
USER27,2,77025000,296412000,391896000,219387000,391896000,95484000,0.26666668,0.28235295,95484000,345687000,424930000,250203000,424930000,79243000,0.28235295,0.2901961,79243000,298347000,394140000,219104000,394140000,95793000,0.2901961,0.2901961,95793000,330544000,409932000,234751000,409932000,79388000,0.2901961,0.27058825,79388000,205732000,285311000,126344000,285311000,79579000,0.27058825,0.25490198,79579000,221109000,316915000,141530000,316915000,95806000,0.25490198,0.2901961,95806000,191004000,303040000,95198000,303040000,112036000,0.2901961,0.29411766,112036000,269212000,348640000,157176000,348640000,79428000,0.29411766,0.2901961,79428000,236748000,316429000,157320000,316429000,79681000,0.2901961,0.29411766,79681000,283232000,379142000,203551000,379142000,95910000,0.29411766,0.3019608,95910000,284014000,379875000,188104000,379875000,95861000,0.3019608,0.31764707,95861000,268582000,364274000,172721000,364274000,95692000,0.31764707,0.28627452,95692000,237666000,333158000,141974000,333158000,95492000,0.28627452,0.3019608,95492000,206214000,301996000,110722000,301996000,95782000,0.3019608,0.25882354,95782000,190932000,270256000,95150000,270256000,79324000,0.25882354,0.30980393,79324000,360671000,439829000,281347000,439829000,79158000,0.30980393,0.29411766
USER27,3,92544001,250133001,345798001,157589000,345798001,95665000,0.2784314,0.2784314,95665000,237423000,316600000,141758000,316600000,79177000,0.2784314,0.30588236,79177000,251954000,364085000,172777000,364085000,112131000,0.30588236,0.24705884,112131000,222953000,286238000,110822000,286238000,63285000,0.24705884,0.2627451,63285000,189312000,285092001,126027000,285092001,95780001,0.2627451,0.26666668,95780001,206560001,286020000,110780000,286020000,79459999,0.26666668,0.26666668,79459999,174614999,286811000,95155000,286811000,112196001,0.26666668,0.28627452,112196001,269251001,348987001,157055000,348987001,79736000,0.28627452,0.29411766,79736000,221630999,317236999,141894999,317236999,95606000,0.29411766,0.29411766,95606000,314881001,394129001,219275001,394129001,79248000,0.29411766,0.2509804,79248000,391220999,470569999,311972999,470569999,79349000,0.2509804,0.27058825,79349000,406823000,469844000,327474000,469844000,63021000,0.27058825,0.2627451,63021000,328695001,424202000,265674001,424202000,95506999,0.2627451,0.27450982,95506999,237194000,332743999,141687001,332743999,95549999,0.27450982,0.26666668,95549999,190863999,270271999,95314000,270271999,79408000,0.26666668,0.3019608,79408000,344937000,407909000,265529000,407909000,62972000,0.3019608,0.2392157
USER27,4,77049000,250429000,346417000,173380000,346417000,95988000,0.24313727,0.23529413,95988000,268236001,347540001,172248001,347540001,79304000,0.23529413,0.25490198,79304000,515219999,578343999,435915999,578343999,63124000,0.25490198,0.24313727,63124000,1213136992,1273909001,1150012992,1273909001,60772009,0.24313727,0.24313727,60772009,217818008,313501008,157045999,313501008,95683000,0.24313727,0.25882354,95683000,252923000,348661000,157240000,348661000,95738000,0.25882354,0.2784314,95738000,283903000,395812000,188165000,395812000,111909000,0.2784314,0.30588236,111909000,300712000,395732000,188803000,395732000,95020000,0.30588236,0.2784314,95020000,221389000,317051000,126369000,317051000,95662000,0.2784314,0.29411766,95662000,269147000,381371000,173485000,381371000,112224000,0.29411766,0.27058825,112224000,269404000,365174000,157180000,365174000,95770000,0.27058825,0.3019608,95770000,392465000,471831000,296695000,471831000,79366000,0.3019608,0.28627452,79366000,577070000,656395000,497704000,656395000,79325000,0.28627452,0.28235295,79325000,298531000,410725000,219206000,410725000,112194000,0.28235295,0.26666668,112194000,238537000,334163000,126343000,334163000,95626000,0.26666668,0.3019608,95626000,407759000,470596000,312133000,470596000,62837000,0.3019608,0.21176472
USER27,5,75896001,263854001,359430001,187958000,359430001,95576000,0.26666668,0.27058825,95576000,253137000,364811000,157561000,364811000,111674000,0.27058825,0.27450982,111674000,268931000,413968000,157257000,413968000,145037000,0.27450982,0.29411766,145037000,333467000,412620000,188430000,412620000,79153000,0.29411766,0.2901961,79153000,220744000,300173000,141591000,300173000,79429000,0.2901961,0.26666668,79429000,221112000,316986000,141683000,316986000,95874000,0.26666668,0.26666668,95874000,237505000,349736000,141631000,349736000,112231000,0.26666668,0.28627452,112231000,315920000,411618000,203689000,411618000,95698000,0.28627452,0.2784314,95698000,252968000,348744000,157270000,348744000,95776000,0.2784314,0.2901961,95776000,268507000,347952000,172731000,347952000,79445000,0.2901961,0.29803923,79445000,252108000,347822000,172663000,347822000,95714000,0.29803923,0.3137255,95714000,237453000,333920000,141739000,333920000,96467000,0.3137255,0.2901961,96467000,206521000,335182000,110054000,335182000,128661000,0.2901961,0.2901961,128661000,223854000,336241000,95193000,336241000,112387000,0.2901961,0.2784314,112387000,223849000,319034000,111462000,319034000,95185000,0.2784314,0.29411766,95185000,593685000,656351000,498500000,656351000,62666000,0.29411766,0.2392157
USER27,6,76510011,264662012,343935012,188152001,343935012,79273000,0.28235295,0.29803923,79273000,283203000,345958000,203930000,345958000,62755000,0.29803923,0.26666668,62755000,312839999,392065999,250084999,392065999,79226000,0.26666668,0.2627451,79226000,561984000,624814000,482758000,624814000,62830000,0.2627451,0.2627451,62830000,251027000,313802000,188197000,313802000,62775000,0.2627451,0.21568629,62775000,235521001,298692001,172746001,298692001,63171000,0.21568629,0.20784315,63171000,204756000,300530999,141585000,300530999,95774999,0.20784315,0.25882354,95774999,268472999,364225999,172698000,364225999,95753000,0.25882354,0.3137255,95753000,237646001,316794001,141893001,316794001,79148000,0.3137255,0.29411766,79148000,313960999,393192999,234812999,393192999,79232000,0.29411766,0.28627452,79232000,329354000,408652000,250122000,408652000,79298000,0.28627452,0.29803923,79298000,298659001,378024001,219361001,378024001,79365000,0.29803923,0.28627452,79365000,236755000,332406000,157390000,332406000,95651000,0.28627452,0.30588236,95651000,221921000,317707000,126270000,317707000,95786000,0.30588236,0.24705884,95786000,206467000,269500999,110681000,269500999,63033999,0.24705884,0.25490198,63033999,390718999,453498999,327685000,453498999,62780000,0.25490198,0.23137257
