subject,holdtime1,downdown1,updown1,pressure1,fingerarea1,holdtime2,downdown2,updown2,pressure2,fingerarea2,holdtime3,downdown3,updown3,pressure3,fingerarea3,holdtime4,downdown4,updown4,pressure4,fingerarea4,holdtime5,downdown5,updown5,pressure5,fingerarea5,holdtime6,downdown6,updown6,pressure6,fingerarea6,holdtime7,downdown7,updown7,pressure7,fingerarea7,holdtime8,downdown8,updown8,pressure8,fingerarea8,holdtime9,downdown9,updown9,pressure9,fingerarea9,holdtime10,downdown10,updown10,pressure10,fingerarea10,holdtime11,downdown11,updown11,pressure11,fingerarea11,holdtime12,downdown12,updown12,pressure12,fingerarea12,holdtime13,pressure13,fingerarea13,meanholdtime,meanpressure,meanfingerarea,meanxaccelaration,meanyaccelaration,meanzaccelaration,velocity,totaltime,totaldistance
1000,97,340,243,0.0816,0.193548,68,347,279,0.0768,0.193548,70,495,425,0.0816,0.290323,88,441,353,0.0912,0.225806,87,1622,1535,0.0624,0.16129,102,906,804,0.072,0.258065,127,786,659,0.0672,0.16129,87,731,644,0.072,0.258065,84,530,446,0.0816,0.225806,61,497,436,0.0816,0.193548,59,389,330,0.0624,0.258065,112,556,444,0.0624,0.193548,61,0.2352,0.741935,84.846154,0.086769,0.258065,-0.018624,0.198914,9.804532,0.679448,7701,333.328981
1000,102,444,342,0.0624,0.225806,86,355,269,0.0816,0.225806,86,528,442,0.0768,0.193548,88,252,164,0.0912,0.290323,128,294,166,0.0672,0.16129,94,1189,1095,0.0864,0.225806,93,671,578,0.0768,0.225806,95,704,609,0.0672,0.193548,62,491,429,0.0864,0.193548,76,449,373,0.072,0.258065,76,475,399,0.0768,0.258065,95,665,570,0.0672,0.258065,59,0.096,0.258065,87.692308,0.077538,0.228288,-0.0301,0.19431,9.804601,0.691275,6576,347.749919
1000,103,525,422,0.0768,0.193548,61,242,181,0.0816,0.193548,50,689,639,0.0768,0.193548,86,202,116,0.0912,0.258065,111,255,144,0.0624,0.16129,67,610,543,0.0864,0.258065,79,680,601,0.072,0.258065,77,909,832,0.0672,0.225806,52,582,530,0.0912,0.258065,85,497,412,0.072,0.129032,69,461,392,0.0768,0.225806,104,507,403,0.0576,0.129032,86,0.096,0.258065,79.230769,0.077538,0.210918,-0.034002,0.191605,9.804624,0.684109,6245,337.76166
1000,87,454,367,0.072,0.129032,86,454,368,0.0768,0.225806,78,776,698,0.0816,0.258065,87,184,97,0.0912,0.258065,95,316,221,0.0576,0.193548,78,1344,1266,0.0912,0.290323,102,703,601,0.072,0.258065,86,1191,1105,0.072,0.258065,121,405,284,0.0816,0.225806,77,404,327,0.0624,0.193548,77,480,403,0.072,0.290323,104,428,324,0.0624,0.193548,69,0.1008,0.290323,88.230769,0.076431,0.235732,-0.028811,0.195922,9.804555,0.710589,7208,330.339409
1000,76,543,467,0.0672,0.129032,87,1097,1010,0.0768,0.193548,74,593,519,0.0816,0.258065,104,190,86,0.0864,0.258065,94,212,118,0.0768,0.193548,69,959,890,0.0912,0.258065,75,601,526,0.048,0.16129,85,820,735,0.0768,0.193548,52,528,476,0.0864,0.225806,94,603,509,0.0624,0.193548,59,465,406,0.072,0.193548,102,505,403,0.0624,0.16129,70,0.0912,0.258065,80.076923,0.075323,0.205955,-0.020236,0.211691,9.804244,0.66755,7186,324.563123
1000,103,377,274,0.072,0.225806,86,394,308,0.0816,0.258065,87,704,617,0.072,0.193548,68,641,573,0.096,0.290323,110,290,180,0.0672,0.193548,94,899,805,0.0912,0.258065,95,667,572,0.0624,0.258065,94,923,829,0.0768,0.258065,77,519,442,0.0816,0.225806,105,575,470,0.072,0.225806,91,466,375,0.0768,0.193548,120,568,448,0.072,0.193548,69,0.1056,0.258065,92.230769,0.079015,0.233251,-0.025991,0.209458,9.804279,0.624342,7092,325.299323
1000,104,410,306,0.0672,0.16129,69,377,308,0.072,0.225806,85,497,412,0.0768,0.258065,106,191,85,0.0864,0.225806,103,245,142,0.0768,0.193548,96,981,885,0.0864,0.193548,113,618,505,0.0624,0.16129,95,469,374,0.0768,0.258065,99,454,355,0.0864,0.258065,87,490,403,0.0768,0.193548,87,476,389,0.0816,0.258065,97,504,407,0.072,0.193548,77,0.096,0.258065,93.692308,0.078277,0.218362,-0.011764,0.209849,9.804302,0.768782,5789,337.150946
1000,85,440,355,0.0624,0.16129,79,440,361,0.072,0.193548,85,858,773,0.0768,0.258065,116,160,44,0.0864,0.290323,86,191,105,0.0912,0.193548,111,934,823,0.096,0.290323,93,693,600,0.0576,0.193548,87,912,825,0.0624,0.225806,88,488,400,0.0768,0.225806,93,464,371,0.0576,0.129032,77,468,391,0.0768,0.258065,94,458,364,0.0576,0.129032,70,0.1008,0.193548,89.538462,0.074954,0.210918,-0.024909,0.208756,9.804302,0.731178,6576,335.81071
1000,86,332,246,0.0816,0.258065,86,235,149,0.0864,0.258065,106,583,477,0.0864,0.290323,108,153,45,0.0912,0.258065,112,245,133,0.0912,0.225806,78,598,520,0.096,0.322581,122,601,479,0.0624,0.16129,113,500,387,0.0672,0.258065,78,404,326,0.0912,0.258065,78,542,464,0.0624,0.258065,86,454,368,0.0768,0.225806,103,538,435,0.0528,0.258065,76,0.1056,0.290323,94.769231,0.080862,0.255583,-0.031792,0.209009,9.80429,0.826887,5261,316.961782
1000,67,470,403,0.072,0.129032,75,426,351,0.0816,0.290323,112,784,672,0.0672,0.225806,105,232,127,0.096,0.258065,103,238,135,0.0624,0.193548,105,886,781,0.0912,0.258065,112,612,500,0.0576,0.16129,103,598,495,0.0672,0.258065,111,310,199,0.0912,0.258065,87,383,296,0.0768,0.225806,68,225,157,0.0768,0.193548,103,549,446,0.0576,0.193548,96,0.1008,0.290323,95.923077,0.0768,0.225806,-0.049323,0.214592,9.804095,0.89459,5809,331.922421
1000,85,346,261,0.0768,0.193548,114,421,307,0.072,0.258065,87,842,755,0.072,0.290323,106,203,97,0.096,0.258065,119,245,126,0.072,0.193548,106,914,808,0.096,0.290323,102,590,488,0.0528,0.258065,113,547,434,0.0768,0.193548,97,291,194,0.0912,0.258065,112,321,209,0.0672,0.129032,93,189,96,0.0768,0.258065,120,533,413,0.0528,0.16129,85,0.1008,0.290323,103,0.077169,0.233251,-0.041404,0.205073,9.804325,1.020518,5527,319.269125
1000,105,277,172,0.0768,0.193548,105,352,247,0.0768,0.290323,80,562,482,0.0816,0.258065,104,158,54,0.0864,0.258065,111,219,108,0.0768,0.16129,79,893,814,0.096,0.258065,103,602,499,0.0624,0.16129,77,638,561,0.072,0.193548,68,380,312,0.0864,0.225806,105,296,191,0.0672,0.258065,98,245,147,0.0768,0.258065,103,456,353,0.0624,0.193548,78,0.1104,0.322581,93.538462,0.079385,0.233251,-0.005698,0.22349,9.803945,1.034039,5156,329.956728
1000,122,386,264,0.0528,0.16129,97,409,312,0.072,0.290323,60,630,570,0.0768,0.225806,105,208,103,0.0912,0.290323,130,184,54,0.0672,0.225806,96,486,390,0.1104,0.290323,114,697,583,0.0672,0.16129,96,646,550,0.0672,0.225806,70,443,373,0.0864,0.258065,100,315,215,0.0768,0.193548,87,533,446,0.0864,0.258065,110,403,293,0.0528,0.129032,77,0.1008,0.290323,97.230769,0.077538,0.230769,-0.021594,0.194517,9.804578,0.811021,5417,327.363631
1000,110,336,226,0.0576,0.129032,77,348,271,0.0864,0.290323,87,562,475,0.0864,0.290323,97,158,61,0.0912,0.258065,119,163,44,0.0816,0.225806,89,897,808,0.12,0.290323,94,612,518,0.072,0.16129,87,356,269,0.072,0.225806,78,279,201,0.0864,0.258065,103,264,161,0.072,0.193548,79,163,84,0.072,0.258065,106,561,455,0.048,0.16129,78,0.1008,0.258065,92.615385,0.080492,0.230769,-0.022791,0.189084,9.804716,1.207655,4777,325.223173
1000,87,460,373,0.0768,0.193548,76,334,258,0.0816,0.193548,77,755,678,0.0816,0.290323,111,164,53,0.0912,0.258065,121,196,75,0.0768,0.193548,104,870,766,0.1008,0.225806,129,706,577,0.0624,0.225806,93,742,649,0.072,0.258065,59,449,390,0.0816,0.193548,96,357,261,0.072,0.258065,69,462,393,0.0816,0.225806,93,474,381,0.0624,0.129032,79,0.1008,0.258065,91.846154,0.080123,0.223325,-0.029398,0.194932,9.804589,0.799844,6048,330.500958
1000,104,425,321,0.0672,0.16129,59,431,372,0.0576,0.193548,119,785,666,0.0384,0.16129,105,268,163,0.0912,0.258065,104,210,106,0.0816,0.193548,95,1695,1600,0.096,0.193548,103,626,523,0.0528,0.225806,111,622,511,0.0768,0.225806,112,311,199,0.0816,0.225806,112,387,275,0.0672,0.16129,77,227,150,0.0864,0.290323,84,725,641,0.0624,0.16129,87,0.0912,0.193548,97.846154,0.073108,0.203474,-0.02347,0.200031,9.804497,0.863351,6799,329.326858
1000,119,419,300,0.0624,0.129032,77,431,354,0.0816,0.193548,87,475,388,0.0816,0.290323,106,215,109,0.0912,0.290323,95,210,115,0.0816,0.193548,115,983,868,0.096,0.290323,121,598,477,0.0624,0.193548,119,709,590,0.072,0.258065,68,461,393,0.0816,0.225806,95,443,348,0.072,0.193548,88,465,377,0.0816,0.290323,87,470,383,0.0768,0.193548,97,0.096,0.258065,98,0.079754,0.230769,-0.017369,0.219599,9.804083,0.752251,5976,332.198966
1000,96,423,327,0.0768,0.193548,68,467,399,0.0816,0.290323,60,747,687,0.0864,0.290323,103,201,98,0.1008,0.290323,103,199,96,0.0672,0.193548,78,1465,1387,0.0864,0.258065,106,811,705,0.0816,0.225806,76,776,700,0.072,0.129032,76,462,386,0.0864,0.193548,119,475,356,0.0672,0.193548,64,455,391,0.0768,0.290323,113,442,329,0.0576,0.193548,78,0.0912,0.258065,87.692308,0.079385,0.230769,-0.019349,0.216802,9.804175,0.736443,7001,330.038841
1000,96,374,278,0.0768,0.258065,89,504,415,0.0816,0.290323,53,636,583,0.0768,0.225806,75,169,94,0.096,0.258065,103,217,114,0.072,0.193548,103,506,403,0.0912,0.290323,102,599,497,0.0864,0.290323,68,667,599,0.0816,0.193548,77,402,325,0.0864,0.290323,77,600,523,0.0816,0.193548,59,264,205,0.0768,0.225806,68,447,379,0.072,0.193548,69,0.1008,0.290323,79.923077,0.083077,0.245658,-0.019073,0.198834,9.804555,0.878647,5454,300.07408
1001,102,666,564,0.1008,0.258065,125,831,706,0.096,0.258065,128,430,302,0.1056,0.258065,114,729,615,0.096,0.354839,114,891,777,0.096,0.290323,88,423,335,0.0624,0.258065,124,787,663,0.0912,0.225806,114,1493,1379,0.0624,0.193548,130,529,399,0.12,0.290323,111,285,174,0.12,0.322581,123,209,86,0.096,0.258065,113,616,503,0.1056,0.290323,86,0.1008,0.322581,113.230769,0.096369,0.275434,0.003603,6.564222,7.271052,0.829316,7975,344.090199
1001,149,675,526,0.1056,0.258065,121,585,464,0.1536,0.322581,113,668,555,0.1152,0.290323,105,717,612,0.1344,0.387097,124,575,451,0.0768,0.258065,87,1164,1077,0.12,0.322581,111,796,685,0.0864,0.193548,115,1494,1379,0.1152,0.258065,98,452,354,0.1392,0.322581,123,307,184,0.1152,0.225806,123,189,66,0.1392,0.322581,107,513,406,0.1056,0.258065,97,0.1152,0.322581,113.307692,0.117046,0.287841,0.078283,6.849857,6.992542,0.789858,8232,348.134518
1001,104,575,471,0.1008,0.258065,97,392,295,0.1392,0.322581,108,664,556,0.1296,0.322581,115,504,389,0.0768,0.322581,106,528,422,0.096,0.290323,106,1010,904,0.12,0.290323,142,621,479,0.0576,0.225806,60,628,568,0.1152,0.290323,124,300,176,0.096,0.225806,102,318,216,0.1104,0.290323,104,203,99,0.0768,0.225806,97,426,329,0.072,0.225806,81,0.1488,0.322581,103.538462,0.103015,0.277916,-0.054618,6.869943,6.959104,0.884421,6250,336.542569
1001,97,354,257,0.0816,0.258065,106,624,518,0.1104,0.290323,134,546,412,0.1344,0.290323,80,1070,990,0.1392,0.354839,123,529,406,0.0864,0.258065,106,816,710,0.1632,0.322581,105,546,441,0.0864,0.193548,87,1275,1188,0.1536,0.290323,126,309,183,0.096,0.258065,104,228,124,0.1056,0.290323,113,168,55,0.0672,0.193548,127,521,394,0.1152,0.258065,93,0.0912,0.322581,107.769231,0.110031,0.275434,-0.050002,7.118169,6.720236,1.0392,7079,356.537006
1001,88,428,340,0.0912,0.258065,87,332,245,0.1104,0.322581,130,267,137,0.1344,0.322581,89,364,275,0.1056,0.290323,134,474,340,0.12,0.290323,115,1097,982,0.0768,0.290323,140,627,487,0.0864,0.225806,99,749,650,0.1248,0.290323,106,327,221,0.1056,0.354839,103,241,138,0.12,0.290323,108,130,22,0.096,0.225806,155,454,299,0.144,0.225806,104,0.12,0.290323,112.153846,0.1104,0.282878,-0.133454,7.022574,6.835308,1.207576,5594,343.862366
1001,104,386,282,0.1152,0.258065,115,290,175,0.1104,0.258065,106,201,95,0.1152,0.258065,77,386,309,0.12,0.258065,115,308,193,0.1248,0.322581,111,415,304,0.1008,0.258065,130,532,402,0.1056,0.290323,85,616,531,0.1056,0.225806,97,530,433,0.1248,0.322581,115,469,354,0.1152,0.225806,141,413,272,0.1056,0.258065,103,357,254,0.0816,0.225806,111,0.12,0.322581,108.461538,0.111138,0.26799,0.092096,6.968796,6.89514,0.832959,5014,336.052609
1001,131,431,300,0.1056,0.290323,133,304,171,0.1056,0.258065,117,295,178,0.1104,0.290323,85,356,271,0.1728,0.354839,114,309,195,0.1008,0.290323,87,752,665,0.1152,0.258065,121,466,345,0.096,0.225806,105,601,496,0.1056,0.258065,78,448,370,0.1008,0.354839,88,248,160,0.12,0.258065,112,196,84,0.1104,0.290323,87,417,330,0.0912,0.193548,96,0.1344,0.290323,104.153846,0.112985,0.277916,0.052143,7.065876,6.789323,1.030472,4919,337.123705
1001,114,522,408,0.1296,0.322581,124,278,154,0.1248,0.290323,122,188,66,0.1248,0.322581,87,417,330,0.1824,0.419355,96,384,288,0.0816,0.290323,104,467,363,0.1536,0.290323,123,510,387,0.0912,0.225806,93,552,459,0.1104,0.225806,94,293,199,0.0768,0.193548,131,289,158,0.1152,0.290323,123,177,54,0.0912,0.258065,104,370,266,0.1248,0.258065,122,0.144,0.354839,110.538462,0.119262,0.287841,0.090208,7.415625,6.410786,1.107781,4569,328.590038
1001,113,415,302,0.12,0.290323,106,333,227,0.1248,0.290323,123,315,192,0.1296,0.290323,98,402,304,0.1248,0.354839,115,438,323,0.1248,0.258065,106,800,694,0.1344,0.419355,103,720,617,0.096,0.225806,96,556,460,0.1104,0.290323,93,479,386,0.1296,0.322581,87,325,238,0.1248,0.322581,122,196,74,0.1008,0.225806,69,457,388,0.1008,0.225806,111,0.1248,0.290323,103.230769,0.118892,0.292804,0.24841,7.338712,6.485559,0.945783,5547,344.771527
1001,114,565,451,0.1248,0.258065,106,301,195,0.1248,0.290323,117,223,106,0.1296,0.290323,88,365,277,0.1584,0.322581,115,311,196,0.096,0.290323,70,597,527,0.12,0.322581,113,593,480,0.0912,0.225806,87,437,350,0.1008,0.258065,116,498,382,0.1392,0.322581,107,341,234,0.12,0.322581,131,337,206,0.1056,0.258065,110,537,427,0.1008,0.258065,96,0.1056,0.258065,105.384615,0.116677,0.282878,0.029847,6.645717,7.197592,0.853095,5201,337.130352
1001,122,362,240,0.1152,0.193548,87,225,138,0.1104,0.225806,102,298,196,0.1248,0.290323,79,540,461,0.168,0.354839,132,331,199,0.1104,0.258065,71,259,188,0.096,0.258065,111,840,729,0.0768,0.193548,96,672,576,0.1056,0.290323,86,226,140,0.0912,0.290323,97,225,128,0.1008,0.258065,107,118,11,0.1056,0.290323,103,356,253,0.1728,0.225806,89,0.1056,0.290323,98.615385,0.114092,0.263027,0.221636,6.786491,7.069145,1.366821,4541,330.136008
1001,113,430,317,0.12,0.290323,79,320,241,0.1248,0.290323,107,273,166,0.1344,0.290323,79,361,282,0.1488,0.387097,86,242,156,0.0912,0.258065,51,411,360,0.0768,0.258065,106,697,591,0.0768,0.258065,86,694,608,0.1248,0.290323,96,213,117,0.0864,0.258065,125,216,91,0.1248,0.290323,122,144,22,0.096,0.225806,96,350,254,0.1392,0.225806,88,0.1008,0.290323,94.923077,0.111138,0.277916,0.162852,7.02544,6.834203,1.296576,4439,325.345407
1001,120,547,427,0.0912,0.258065,93,627,534,0.12,0.290323,108,299,191,0.1248,0.290323,103,401,298,0.12,0.387097,97,311,214,0.1008,0.290323,80,667,587,0.0816,0.290323,105,516,411,0.0672,0.193548,114,755,641,0.1008,0.290323,115,287,172,0.1008,0.225806,111,286,175,0.12,0.258065,114,169,55,0.0912,0.225806,102,551,449,0.1248,0.258065,87,0.1392,0.387097,103.769231,0.106338,0.280397,0.155151,6.863186,6.993601,1.046885,5503,341.454663
1001,103,329,226,0.1056,0.290323,108,252,144,0.1248,0.322581,108,212,104,0.1392,0.290323,80,394,314,0.144,0.322581,105,512,407,0.1104,0.258065,88,298,210,0.1008,0.290323,112,677,565,0.0864,0.258065,89,520,431,0.1152,0.258065,92,394,302,0.0864,0.258065,87,212,125,0.12,0.258065,139,194,55,0.0816,0.225806,95,434,339,0.12,0.225806,87,0.1008,0.322581,99.461538,0.1104,0.275434,0.077443,6.809547,7.046987,1.197691,4515,350.489704
1001,124,490,366,0.1344,0.290323,139,319,180,0.1104,0.290323,105,188,83,0.0816,0.258065,95,380,285,0.1344,0.322581,115,285,170,0.12,0.290323,87,307,220,0.1104,0.322581,130,859,729,0.1104,0.193548,77,555,478,0.12,0.290323,103,568,465,0.192,0.387097,115,325,210,0.1152,0.290323,129,162,33,0.0864,0.258065,104,350,246,0.1488,0.258065,111,0.168,0.322581,110.307692,0.125538,0.290323,0.12969,6.896935,6.9561,1.123125,4899,342.044705
1001,88,494,406,0.1008,0.225806,97,230,133,0.1008,0.258065,115,190,75,0.12,0.290323,44,356,312,0.1248,0.387097,94,317,223,0.096,0.258065,79,143,64,0.096,0.290323,143,594,451,0.1104,0.258065,83,517,434,0.1104,0.290323,78,242,164,0.0768,0.193548,86,224,138,0.1056,0.290323,114,209,95,0.1056,0.290323,99,365,266,0.0912,0.225806,88,0.12,0.290323,92.923077,0.104492,0.272953,0.240537,7.082267,6.772989,1.262856,3969,323.969779
1001,88,414,326,0.1056,0.258065,112,207,95,0.1248,0.290323,116,212,96,0.1536,0.354839,70,383,313,0.144,0.354839,89,286,197,0.096,0.258065,88,435,347,0.1152,0.322581,119,630,511,0.1008,0.258065,78,772,694,0.096,0.193548,113,241,128,0.0912,0.290323,87,234,147,0.12,0.322581,111,176,65,0.1152,0.290323,88,408,320,0.12,0.225806,105,0.1584,0.419355,97.230769,0.118523,0.295285,0.274976,6.695454,7.147233,1.16905,4503,337.269623
1001,95,768,673,0.096,0.225806,106,307,201,0.1296,0.290323,121,257,136,0.1344,0.322581,70,393,323,0.1104,0.322581,123,330,207,0.1056,0.258065,112,590,478,0.12,0.322581,88,543,455,0.096,0.225806,79,601,522,0.096,0.225806,97,291,194,0.096,0.290323,77,197,120,0.096,0.225806,99,143,44,0.0912,0.290323,122,472,350,0.096,0.225806,123,0.1248,0.322581,100.923077,0.107077,0.272953,0.36591,6.274777,7.495716,1.193687,5015,352.625083
1001,79,525,446,0.1056,0.322581,105,299,194,0.1008,0.290323,106,183,77,0.1296,0.290323,78,467,389,0.1728,0.387097,97,327,230,0.096,0.290323,78,600,522,0.1296,0.258065,98,519,421,0.0912,0.225806,81,644,563,0.1008,0.225806,142,258,116,0.096,0.258065,68,234,166,0.096,0.290323,77,363,286,0.0672,0.290323,104,479,375,0.0768,0.225806,106,0.1056,0.290323,93.769231,0.105231,0.280397,0.642797,7.067223,6.75562,0.960723,5004,326.583764
1001,102,489,387,0.1008,0.290323,94,184,90,0.1392,0.290323,97,194,97,0.1248,0.290323,81,404,323,0.1152,0.322581,99,294,195,0.096,0.290323,69,560,491,0.12,0.322581,116,1256,1140,0.0912,0.258065,84,437,353,0.1344,0.258065,112,349,237,0.1056,0.322581,96,246,150,0.1152,0.225806,121,254,133,0.1008,0.258065,95,382,287,0.0864,0.225806,115,0.1488,0.354839,98.538462,0.113723,0.28536,0.556318,6.717163,7.111757,1.011986,5164,332.315551
1001,105,427,322,0.1008,0.225806,115,273,158,0.1488,0.290323,106,191,85,0.1344,0.354839,106,404,298,0.1728,0.419355,97,186,89,0.1056,0.290323,133,214,81,0.264,0.451613,97,511,414,0.1008,0.258065,71,906,835,0.096,0.258065,105,304,199,0.0912,0.258065,111,246,135,0.1008,0.290323,112,196,84,0.0912,0.290323,105,381,276,0.096,0.225806,90,0.1008,0.258065,104.076923,0.123323,0.297767,0.450156,6.883825,6.962431,1.200011,4329,322.840488
1001,105,472,367,0.1056,0.225806,116,355,239,0.1248,0.290323,98,181,83,0.1344,0.322581,88,416,328,0.1248,0.290323,87,269,182,0.0864,0.290323,104,786,682,0.12,0.387097,77,720,643,0.0672,0.193548,94,1155,1061,0.1104,0.258065,126,306,180,0.1392,0.322581,112,176,64,0.1104,0.258065,134,168,34,0.1584,0.322581,104,333,229,0.1536,0.225806,105,0.1296,0.322581,103.846154,0.120369,0.28536,0.702721,6.746837,7.071044,1.20747,5442,335.17807
1001,148,494,346,0.1152,0.258065,130,205,75,0.1296,0.290323,115,160,45,0.1872,0.354839,97,438,341,0.2256,0.419355,71,158,87,0.096,0.290323,102,218,116,0.1392,0.290323,106,584,478,0.0816,0.193548,79,477,398,0.1008,0.290323,78,250,172,0.0864,0.290323,69,189,120,0.0912,0.322581,96,198,102,0.1056,0.258065,85,276,191,0.0864,0.193548,95,0.1248,0.290323,97.769231,0.120738,0.287841,0.611638,6.878058,6.947755,1.344264,3742,333.625095
1001,133,394,261,0.1008,0.258065,98,192,94,0.12,0.290323,88,225,137,0.1344,0.322581,79,380,301,0.1248,0.290323,59,137,78,0.0768,0.290323,113,287,174,0.1536,0.290323,106,1506,1400,0.0864,0.193548,89,399,310,0.1104,0.258065,112,584,472,0.0816,0.258065,97,204,107,0.1056,0.225806,122,196,74,0.1056,0.225806,77,354,277,0.0912,0.193548,87,0.0768,0.290323,96.923077,0.105231,0.260546,0.182109,6.471009,7.350326,1.214307,4945,346.762022
1001,112,579,467,0.1008,0.290323,70,183,113,0.1152,0.258065,89,185,96,0.1296,0.290323,105,436,331,0.12,0.322581,95,166,71,0.0912,0.225806,99,224,125,0.1392,0.290323,105,826,721,0.0816,0.193548,41,559,518,0.0576,0.258065,104,230,126,0.12,0.322581,103,159,56,0.1248,0.322581,137,159,22,0.1104,0.290323,69,276,207,0.144,0.258065,110,0.12,0.322581,95.307692,0.111877,0.280397,0.039976,6.4557,7.363816,1.40267,4092,335.134887
1001,130,472,342,0.1392,0.322581,120,242,122,0.1344,0.290323,97,173,76,0.1248,0.290323,125,372,247,0.1632,0.419355,86,214,128,0.0912,0.193548,95,178,83,0.1056,0.322581,105,663,558,0.096,0.290323,97,857,760,0.1056,0.290323,59,452,393,0.072,0.322581,78,364,286,0.096,0.258065,125,199,74,0.1056,0.225806,112,359,247,0.0864,0.225806,115,0.1392,0.290323,103.384615,0.112246,0.287841,0.128067,6.281004,7.520337,1.141095,4660,325.802472
1001,95,319,224,0.0864,0.258065,87,166,79,0.1152,0.290323,94,203,109,0.12,0.290323,88,334,246,0.1248,0.354839,59,155,96,0.0816,0.258065,115,220,105,0.168,0.290323,95,466,371,0.1152,0.225806,88,665,577,0.12,0.290323,94,359,265,0.0864,0.290323,106,192,86,0.1104,0.290323,126,137,11,0.1536,0.290323,114,372,258,0.192,0.258065,96,0.1296,0.354839,96.692308,0.123323,0.287841,0.031654,6.027472,7.727044,1.460372,3684,334.366085
1001,79,407,328,0.1008,0.225806,97,173,76,0.1056,0.225806,86,164,78,0.1248,0.258065,90,373,283,0.2016,0.387097,97,171,74,0.0912,0.225806,98,180,82,0.1632,0.387097,116,731,615,0.1152,0.193548,71,1167,1096,0.1296,0.258065,90,313,223,0.0864,0.193548,105,160,55,0.0912,0.193548,114,167,53,0.1152,0.258065,113,374,261,0.12,0.258065,101,0.1104,0.290323,96.692308,0.119631,0.258065,0.255972,6.446906,7.374475,1.420205,4481,322.656475
1001,87,447,360,0.12,0.322581,97,195,98,0.1152,0.258065,88,186,98,0.1488,0.322581,89,340,251,0.1392,0.387097,60,153,93,0.0816,0.290323,105,217,112,0.144,0.290323,112,542,430,0.1056,0.193548,79,458,379,0.1056,0.290323,77,198,121,0.0816,0.258065,68,227,159,0.096,0.354839,114,169,55,0.1008,0.258065,95,343,248,0.1104,0.258065,88,0.1056,0.322581,89.153846,0.111877,0.292804,0.142823,6.23975,7.548032,1.37539,3563,326.79362
1001,89,487,398,0.0864,0.225806,115,200,85,0.1152,0.290323,104,188,84,0.1056,0.290323,90,371,281,0.1728,0.387097,70,183,113,0.0912,0.290323,116,178,62,0.1632,0.290323,128,472,344,0.1296,0.290323,122,454,332,0.1296,0.322581,129,281,152,0.144,0.290323,123,175,52,0.0864,0.16129,147,181,34,0.2208,0.580645,87,359,272,0.1824,0.225806,114,0.1296,0.322581,110.307692,0.135138,0.305211,0.58163,6.228527,7.535969,1.373932,3643,356.476065
1001,123,423,300,0.1248,0.290323,118,215,97,0.1344,0.290323,88,218,130,0.12,0.290323,54,325,271,0.1344,0.354839,79,178,99,0.096,0.258065,70,188,118,0.1344,0.354839,98,593,495,0.1008,0.290323,87,451,364,0.096,0.225806,113,233,120,0.096,0.322581,105,167,62,0.1152,0.290323,123,167,44,0.1008,0.225806,93,291,198,0.1056,0.258065,88,0.1248,0.354839,95.307692,0.114092,0.292804,0.579454,6.635069,7.191123,1.459795,3537,335.808177
1001,114,504,390,0.096,0.258065,82,169,87,0.1152,0.290323,97,239,142,0.1296,0.290323,81,320,239,0.1488,0.290323,86,224,138,0.096,0.290323,103,157,54,0.1056,0.290323,97,412,315,0.1296,0.193548,88,571,483,0.1056,0.225806,105,222,117,0.1008,0.258065,97,175,78,0.1104,0.290323,108,141,33,0.12,0.258065,114,331,217,0.1488,0.258065,114,0.1008,0.322581,98.923077,0.115938,0.270471,0.510656,6.498934,7.321515,1.448305,3579,349.41109
1001,111,431,320,0.072,0.129032,78,165,87,0.1104,0.258065,78,183,105,0.1344,0.387097,94,376,282,0.1584,0.322581,94,221,127,0.0864,0.225806,87,198,111,0.0864,0.225806,106,527,421,0.096,0.258065,88,556,468,0.0816,0.225806,131,255,124,0.1008,0.322581,86,172,86,0.096,0.193548,112,145,33,0.1056,0.258065,93,330,237,0.1104,0.225806,78,0.0912,0.290323,95.076923,0.102277,0.255583,0.743952,6.960152,6.841731,1.466423,3637,364.652676
1001,138,362,224,0.12,0.258065,114,213,99,0.1248,0.322581,86,216,130,0.1296,0.225806,87,301,214,0.1008,0.290323,87,153,66,0.1056,0.258065,107,208,101,0.1344,0.290323,94,490,396,0.1152,0.258065,93,475,382,0.096,0.225806,85,242,157,0.0912,0.354839,86,207,121,0.1104,0.290323,139,194,55,0.1008,0.225806,94,358,264,0.1104,0.225806,70,0.1056,0.322581,98.461538,0.111138,0.272953,0.758179,6.251652,7.498997,1.355544,3489,326.398262
1001,95,444,349,0.0864,0.258065,116,184,68,0.12,0.322581,112,179,67,0.1248,0.290323,86,342,256,0.1296,0.290323,75,183,108,0.0816,0.225806,98,193,95,0.144,0.322581,140,467,327,0.1008,0.290323,106,536,430,0.1152,0.258065,78,369,291,0.12,0.387097,105,181,76,0.1152,0.290323,138,160,22,0.1248,0.225806,123,324,201,0.1728,0.225806,103,0.1152,0.290323,105.769231,0.119262,0.282878,0.862926,6.299064,7.449363,1.436027,3665,334.154198
